File_name,File_type,Animal,Date,Orientation,Drone_Altitude_m,Standard _length_cm,Width_ax_cm,Footprint,Height,Volume_m3,Volume_no_head_m3,Notes
DJI_0302.jpg,Drone,Atlantis,2023-06-09T00:00:00Z,Standard,20,149.63999999999999,50.39,4967.8869999999997,NA,NA,NA,Head slightly dipped into blue section which is lower down
DJI_0303.jpg,Drone,Atlantis,2023-06-09T00:00:00Z,Standard,20,149.72,51.72,4844.45,NA,NA,NA,Head slightly dipped into blue section which is lower down
DJI_0304.jpg,Drone,Atlantis,2023-06-09T00:00:00Z,Standard,20,151.5,52.03,4883.97,NA,NA,NA,Head slightly dipped into blue section which is lower down
DJI_0305.jpg,Drone,Atlantis,2023-06-09T00:00:00Z,Standard,20,154,53.5,5085.8100000000004,NA,NA,NA,NA
DJI_0306.jpg,Drone,Atlantis,2023-06-09T00:00:00Z,Standard,20,158.41999999999999,53.65,5178.7700000000004,NA,NA,NA,NA
DJI_0286.jpg,Drone,Ray,2023-06-09T00:00:00Z,Standard,20,184.8,55.17,7126.67,NA,NA,NA,head up a bit
DJI_0287.jpg,Drone,Ray,2023-06-09T00:00:00Z,Standard,20,190.55,55.45,7159.35,NA,NA,NA,head up a tiny bit
DJI_0288.jpg,Drone,Ray,2023-06-09T00:00:00Z,Standard,20,193.38,58.35,7235.09,NA,NA,NA,NA
DJI_0297.jpg,Drone,Atlantis,2023-06-09T00:00:00Z,Standard,40,164.94,54.31,5633.01,NA,NA,NA,NA
DJI_0298.jpg,Drone,Atlantis,2023-06-09T00:00:00Z,Standard,40,162.08000000000001,54.4,5349.46,NA,NA,NA,NA
DJI_0299.jpg,Drone,Atlantis,2023-06-09T00:00:00Z,Standard,40,162.13999999999999,54.2,5408.64,NA,NA,NA,NA
DJI_0300.jpg,Drone,Atlantis,2023-06-09T00:00:00Z,Standard,40,160.69999999999999,52.61,5489.91,NA,NA,NA,head curled
DJI_0301.jpg,Drone,Atlantis,2023-06-09T00:00:00Z,Standard,40,157.08000000000001,52.24,5433.37,NA,NA,NA,Head slightly dipped into blue section which is lower down
DJI_0283.jpg,Drone,Ray,2023-06-09T00:00:00Z,Standard,40,193.16,53.52,7095.81,NA,NA,NA,head curled
DJI_0284.jpg,Drone,Ray,2023-06-09T00:00:00Z,Standard,40,198.06,53.89,7033.97,NA,NA,NA,NA
DJI_0285.jpg,Drone,Ray,2023-06-09T00:00:00Z,Standard,40,196.78,56.73,7134.67,NA,NA,NA,NA
DJI_0256.jpg,Drone,Yule Logs,2023-06-09T00:00:00Z,Standard,40,203.48,61.17,8066.59,NA,NA,NA,Overexposed
DJI_0257.jpg,Drone,Yule Logs,2023-06-09T00:00:00Z,Standard,40,218.01,58.69,9070.0499999999993,NA,NA,NA,Overexposed
DJI_0258.jpg,Drone,Yule Logs,2023-06-09T00:00:00Z,Standard,40,220.66,61.61,9087.7199999999993,NA,NA,NA,Overexposed
DJI_0271.jpg,Drone,Marlin,2023-06-09T00:00:00Z,Standard,40,206.26,56.67,7614.32,NA,NA,NA,Overexposed
DJI_0272.jpg,Drone,Marlin,2023-06-09T00:00:00Z,Standard,40,207.58,56.31,7806.01,NA,NA,NA,Overexposed
DJI_0273.jpg,Drone,Marlin,2023-06-09T00:00:00Z,Standard,40,210.57,58.86,8207.0400000000009,NA,NA,NA,Overexposed
DJI_0259.jpg,Drone,Yule Logs,2023-06-09T00:00:00Z,Standard,20,216.71,61.52,9148.31,NA,NA,NA,Overexposed
DJI_0260.jpg,Drone,Yule Logs,2023-06-09T00:00:00Z,Standard,20,220.45,60.48,9296.7099999999991,NA,NA,NA,Overexposed
DJI_0261.jpg,Drone,Yule Logs,2023-06-09T00:00:00Z,Standard,20,213.76,61.27,8711.9699999999993,NA,NA,NA,Overexposed
DJI_0274.jpg,Drone,Marlin,2023-06-09T00:00:00Z,Standard,20,208.78,58.54,8321.77,NA,NA,NA,Overexposed
DJI_0275.jpg,Drone,Marlin,2023-06-09T00:00:00Z,Standard,20,211.91,61.21,8329.94,NA,NA,NA,Overexposed
DJI_0276.jpg,Drone,Marlin,2023-06-09T00:00:00Z,Standard,20,213.96,60.8,8445.65,NA,NA,NA,Overexposed
DJI_0292.jpg,Drone,Atlantis,2023-06-09T00:00:00Z,Standard,60,165.13,54.33,5976.33,NA,NA,NA,NA
DJI_0293.jpg,Drone,Atlantis,2023-06-09T00:00:00Z,Standard,60,167.78,52.74,5942.54,NA,NA,NA,head curled
DJI_0294.jpg,Drone,Atlantis,2023-06-09T00:00:00Z,Standard,60,157.47,54.32,5616.59,NA,NA,NA,nose slightly obscured by handler
DJI_0295.jpg,Drone,Atlantis,2023-06-09T00:00:00Z,Standard,60,164.38,56.04,5708.02,NA,NA,NA,NA
DJI_0296.jpg,Drone,Atlantis,2023-06-09T00:00:00Z,Standard,60,165.97,55.37,5894.84,NA,NA,NA,NA
DJI_0253.jpg,Drone,Yule Logs,2023-06-09T00:00:00Z,Standard,60,220.55,62.95,9496.14,NA,NA,NA,Overexposed
DJI_0254.jpg,Drone,Yule Logs,2023-06-09T00:00:00Z,Standard,60,209.41,61.16,8697.18,NA,NA,NA,Overexposed
DJI_0255.jpg,Drone,Yule Logs,2023-06-09T00:00:00Z,Standard,60,201.17,61.15,7838.59,NA,NA,NA,head up a bit. Overexposed
DJI_0268.jpg,Drone,Marlin,2023-06-09T00:00:00Z,Standard,60,201.8,53.6,7190.67,NA,NA,NA,Overexposed
DJI_0269.jpg,Drone,Marlin,2023-06-09T00:00:00Z,Standard,60,211.06,53.94,7848.52,NA,NA,NA,Overexposed
DJI_0270.jpg,Drone,Marlin,2023-06-09T00:00:00Z,Standard,60,214.02,56.72,7920.07,NA,NA,NA,Overexposed
DJI_0280.jpg,Drone,Ray,2023-06-09T00:00:00Z,Standard,60,195.75,55.48,7443.08,NA,NA,NA,NA
DJI_0281.jpg,Drone,Ray,2023-06-09T00:00:00Z,Standard,60,197.26,56.9,7456.99,NA,NA,NA,NA
DJI_0282.jpg,Drone,Ray,2023-06-09T00:00:00Z,Standard,60,198.7,56.12,7776.98,NA,NA,NA,NA
DJI_0289.jpg,Drone,Atlantis,2023-06-09T00:00:00Z,Standard,80,164.1,51.54,7776.98,NA,NA,NA,Head curled
DJI_0290.jpg,Drone,Atlantis,2023-06-09T00:00:00Z,Standard,80,166.57,51,5950.36,NA,NA,NA,Head curled
DJI_0291.jpg,Drone,Atlantis,2023-06-09T00:00:00Z,Standard,80,161.26,51.91,6045.76,NA,NA,NA,Head curled
DJI_0262.jpg,Drone,Yule Logs,2023-06-09T00:00:00Z,Standard,80,218.04,60.96,9187.01,NA,NA,NA,Overexposed
DJI_0263.jpg,Drone,Yule Logs,2023-06-09T00:00:00Z,Standard,80,217.3,60.16,9194.08,NA,NA,NA,Overexposed
DJI_0264.jpg,Drone,Yule Logs,2023-06-09T00:00:00Z,Standard,80,215.55,59.93,9003.27,NA,NA,NA,Overexposed
DJI_0265.jpg,Drone,Marlin,2023-06-09T00:00:00Z,Standard,80,190.86,54.76,6879.66,NA,NA,NA,Overexposed
DJI_0266.jpg,Drone,Marlin,2023-06-09T00:00:00Z,Standard,80,190.25,53.18,6469.78,NA,NA,NA,Overexposed
DJI_0267.jpg,Drone,Marlin,2023-06-09T00:00:00Z,Standard,80,193.37,53.57,6657.05,NA,NA,NA,Overexposed
DJI_0277.jpg,Drone,Ray,2023-06-09T00:00:00Z,Standard,80,193.35,57.31,7632.29,NA,NA,NA,NA
DJI_0278.jpg,Drone,Ray,2023-06-09T00:00:00Z,Standard,80,197.94,56.78,7579.28,NA,NA,NA,nose slightly obscured by handler
DJI_0279.jpg,Drone,Ray,2023-06-09T00:00:00Z,Standard,80,191.44,57.9,7565.15,NA,NA,NA,NA
